page,chapter,section,project_name,budget_2026_text,budget_2026_man_yen,budget_2025_text,budget_2025_man_yen,budget_diff_man_yen,budget_change_rate_pct,department,account_or_code,purpose,main_actions,major_expenses_prev
45,心身をきたえ、たくましく明るい健康なまち,健康づくりの推進,後期高齢者医療特別会計,"4億8,892万円",48892,"4億5,418万円",45418.0,3474.0,7.648949755603505,住民環境課,後期高齢者医療特別会計,「高齢者の医療の確保に関する法律」により、後期高齢者に対する適切な医療給付等を行うため後期高齢者 医療制度を設け、高齢者の健康、福祉の向上を図る。 齢者医療広域連合への納付,被保険者から徴収した保険料の長野県後期高,"保険料 3億9,674万円 / 保険基盤安定負担金 8,520万円"
46,心身をきたえ、たくましく明るい健康なまち,健康づくりの推進,国民健康保険特別会計繰出金,"1億2,874万円",12874,"1億3,606万円",13606.0,-732.0,-5.379979420843745,住民環境課,01-03-01-01-20,国保の低所得者の保険税軽減分や一般会計負担分を国保会計へ繰り出し、国保会計の安定化を図り、国保 被保険者が適切な医療を受けられるようにする。,一般会計から国民健康保険特別会計への繰出,"国民健康保険特別会計繰出金 1億2,874万円"
46,心身をきたえ、たくましく明るい健康なまち,健康づくりの推進,後期高齢者医療広域行政事業,"3億5,377万円",35377,"3億5,080万円",35080.0,297.0,0.8466362599771949,住民環境課,01-03-01-03-22,長野県内の全市町村で構成する長野県後期高齢者医療広域連合が保険者として運営し、高齢者が適切な 医療を受けられるようにする。市町村は、保険料の徴収や各種相談及び申請や届出の受付事務を行う。 と事務費負担金の納付,長野県後期高齢者医療広域連合へ療養給付費,"療養給付費負担金 3億4,236万円 / 事務費負担金 1,141万円"
46,心身をきたえ、たくましく明るい健康なまち,健康づくりの推進,後期高齢者医療特別会計繰出金,1億50万円,10050,"9,220万円",9220.0,830.0,9.002169197396963,住民環境課,01-03-01-03-24,低所得者の保険料軽減分や一般会計負担分を後期高齢者医療特別会計へ繰り出し、後期高齢者医療特別 会計の安定化を図り、高齢者が適切な医療が受けられるようにする。 出,一般会計から後期高齢者医療特別会計への繰,後期高齢者医療特別会計繰出金 1億50万円
47,心身をきたえ、たくましく明るい健康なまち,健康づくりの推進,医療給付事業,"1億5,332万円",15332,"1億5,493万円",15493.0,-161.0,-1.0391789840573162,住民環境課,01-03-03-01-10,医療費の経済的負担軽減を図ることで、安心して子育て・生活ができる環境づくりを目指す。 へ医療費の一部を町が負担,未就学児～高校生、ひとり親家庭、障がい者等,"乳幼児等医療費給付金 5,591万円 / 母子家庭、父子家庭等医療費給付金 899万円 / 障害者医療費給付金 8,841万円"
47,心身をきたえ、たくましく明るい健康なまち,健康づくりの推進,医療費資金貸付事業,50万円,50,50万円,50.0,0.0,0.0,住民環境課,01-03-03-01-12,医療費の支払いが困難な者に対して、生活の安定と自立を促すため、医療費の支払いに充てる資金を貸し付 ける。,貸付対象者へ給付対象額に相当する額の貸付,医療費資金貸付金 50万円
47,心身をきたえ、たくましく明るい健康なまち,健康づくりの推進,一般経費(保健衛生総務費),776万円,776,510万円,510.0,266.0,52.156862745098046,保健福祉課,01-04-01-01-05,円滑な保健事業の推進と地域医療を守るため、各種協議会への負担金支出や、保健活動を行う団体への補 助を行う。 金の支出,諏訪広域連合病院群輪番制病院運営事業負担 / 歯科休日診療負担金の支出 / 救急告示病院運営事業補助金の交付,会計年度任用職員報酬等 218万円 / 諏訪広域連合輪番制病院運営事業負担金 54万円 / 歯科休日診療負担金 24万円 / 諏訪地域献血推進協議会負担金 2万円 / 救急告示病院運営事業補助金 200万円
48,心身をきたえ、たくましく明るい健康なまち,健康づくりの推進,保健センター管理費,957万円,957,576万円,576.0,381.0,66.14583333333334,保健福祉課,01-04-01-01-10,町民の皆様の健康づくりの拠点として、また災害時の福祉避難所として、 いつでも安全・快適に利用できるよう施設の維持管理を行う。 対応,施設の清掃、警備、および光熱水費の支出 / 電気・空調・消防設備等の定期的な保守点検 / 定期点検等の実施により指摘された事項への,光熱水費 183万円 / 清掃委託料 149万円 / 修繕料 446万円
48,心身をきたえ、たくましく明るい健康なまち,健康づくりの推進,在宅当番医制事業,95万円,95,95万円,95.0,0.0,0.0,保健福祉課,01-04-01-01-12,休日の急な病気やケガでも安心して受診できるよう、地域の医療機関と連携して診療体制を確保する。,日曜、休日、祝日における医療体制の確保,在宅当番医制事業委託料 95万円
48,心身をきたえ、たくましく明るい健康なまち,健康づくりの推進,母子保健事業,"1,853万円",1853,"2,046万円",2046.0,-193.0,-9.433040078201369,保健福祉課,01-04-01-02-10,妊産婦・乳幼児健康診査や産後ケア事業等を通じ、妊娠期から子育て期 にわたる切れ目のない支援を行うことで、安心して子どもを産み育てられ る環境を整える。,乳幼児健康診査の実施 / 妊産婦健康診査の実施 / 産後ケア事業の実施,会計年度任用職員報酬等 89万円 / 妊婦、乳児健康診査委託料 961万円 / 産後ケア事業委託料 101万円
49,心身をきたえ、たくましく明るい健康なまち,健康づくりの推進,妊婦のための支援事業,"1,193万円",1193,"1,577万円",1577.0,-384.0,-24.35003170577045,保健福祉課,01-04-01-02-12,妊娠期からの継続的な相談支援と、給付金の支給を行うことで、経済的な負担を和らげるとともに、出産・子 育ての不安の解消を図る。 への面談の実施,妊娠届出時の面談およびアンケートの実施 / 妊娠8か月頃のアンケートの実施および希望者 / 妊婦のための支援給付金の支給,会計年度任用職員報酬等 231万円 / 妊婦支援給付金 800万円
49,心身をきたえ、たくましく明るい健康なまち,健康づくりの推進,生活習慣病検診事業,"2,933万円",2933,"2,871万円",2871.0,62.0,2.1595262974573317,保健福祉課,01-04-01-03-10,健康増進法等に基づく各種検診や健康相談を実施し、生活習慣病の予防と早期発見・早期治療につなげる ことで、町民の健康保持増進を図る。 子宮がん）検診の実施,各種がん（胃がん、大腸がん、肺がん、乳がん、 / 歯周疾患検診の実施 / 後期高齢者健診、骨密度健診等の実施,子宮がん検診委託料 563万円 / 肺がん検診委託料 378万円 / 後期高齢者健康診査委託料 701万円
49,心身をきたえ、たくましく明るい健康なまち,健康づくりの推進,心のケア相談事業,24万円,24,24万円,24.0,0.0,0.0,保健福祉課,01-04-01-03-12,心の悩みや不安を抱える方が、安心して地域で暮らせるよう、相談体制の充実と自殺対策の推進を図る。必 要に応じて専門機関や医療へつなぐ支援も行う。,精神保健福祉士による心の健康相談の実施 / 自殺予防に関する普及啓発活動 / ゲートキーパー養成講座の開催,講師等謝礼 20万円 / 消耗品費 3万円
50,心身をきたえ、たくましく明るい健康なまち,福祉の推進,疾病予防事業,"7,401万円",7401,"9,776万円",9776.0,-2375.0,-24.29418985270049,保健福祉課,01-04-01-04-10,予防接種法等に基づく定期予防接種や結核健診を実施し、感染症の発症・重症化の予防と、地域内でのま ん延防止を図る。,小児予防接種の実施 / 高齢者予防接種の実施 / 結核健診の実施,"医薬材料費 1,890万円 / 小児等予防接種委託料 692万円 / インフルエンザ予防接種委託料 1,488万円 / 新型コロナウイルスワクチン予防接種委託料 1,481万円 / 結核健康診査委託料 72万円"
50,心身をきたえ、たくましく明るい健康なまち,福祉の推進,子育て支援品支給事業,37万円,37,49万円,49.0,-12.0,-24.489795918367346,教育こども課,01-03-02-05-12,誕生児への祝福と健やかな成長を願うとともに、保護者と民生委員の関係を作り、要保護児童等の早期発見 や地域のつながりのきっかけづくりを目指す。,子育て支援品および燃えるごみ袋支給,消耗品費 4万円 / 有料ごみ袋給付費 25万円 / 新生児子育て支援品給付費 8万円
50,心身をきたえ、たくましく明るい健康なまち,福祉の推進,おはなしの広場運営事業,265万円,265,265万円,265.0,0.0,0.0,教育こども課,01-03-02-01-10,ことばに心配のある就学前のお子さんとその親を対象に、言語指導員等が指導と訓練を実施する。,定期的なおはなしの広場の実施,会計年度任用職員報酬等 261万円
51,心身をきたえ、たくましく明るい健康なまち,福祉の推進,発達支援通園訓練事業,798万円,798,724万円,724.0,74.0,10.220994475138122,教育こども課,01-03-02-01-12,心身の発達がゆっくりなお子さんや育てにくいと感じたお子さんとその親が「せせらぎ園」に通園し、機能回復 訓練や生活指導を受ける。,せせらぎ園の運営,会計年度任用職員報酬等 757万円 / 心理・作業療法士委託料 18万円
51,心身をきたえ、たくましく明るい健康なまち,福祉の推進,子育て支援事業,531万円,531,528万円,528.0,3.0,0.5681818181818182,教育こども課,01-03-02-05-10,児童や保護者に対して、様々な相談に対応し、安心して子育てしやすい環境づくりを目指す,子育て家庭の状況把握と相談支援 / 子育て支援の体制確保,会計年度任用職員報酬等 462万円 / 子育て家庭支援事業補助金 25万円 / 短期入所事業委託料 13万円
51,心身をきたえ、たくましく明るい健康なまち,福祉の推進,児童手当給付事業,"3億1,583万円",31583,"3億2,536万円",32536.0,-953.0,-2.929063191541677,教育こども課,01-03-02-02-10,子育て家庭等における生活の安定に寄与するとともに、次代の社会を担う児童の健やかな成長のため支給す る。,児童手当の適正な支給,"消耗品費 1万円 / 通信運搬費 16万円 / 情報センタ委託料 17万円 / 児童手当給付金 3億1,550万円"
52,心身をきたえ、たくましく明るい健康なまち,福祉の推進,子育て・多世代交流施設整備事業,"1億4,669万円",14669,－,,,,教育こども課,01-03-02-05-32,妊娠期から子育て期、さらには小中高生や高齢者まで、地域のすべての世 代が気軽に集い、つながり合える「地域の居場所」を整備する。,子育て・多世代交流施設の整備 / 子育て・多世代交流施設の管理,"交流施設整備委託料 1億3,844万円 / 工事監理委託料 143万円 / 施設用備品購入費 682万円"
52,心身をきたえ、たくましく明るい健康なまち,福祉の推進,子育て・多世代交流施設管理運営事業,"1,668万円",1668,－,,,,教育こども課,01-03-02-05-34,乳幼児から小中高生、高齢者など多世代が自然に交わり交流できる場、子育て支援の拠点となる施設の管 理運営を行う。 営,利用者が安全・快適に利用できるような管理運 / 各種講座、イベントの開催,会計年度任用職員報酬等 703万円 / 消耗品、光熱水費等 60万円 / 相談員派遣等委託料 48万円 / 建物借上料 780万円
52,心身をきたえ、たくましく明るい健康なまち,福祉の推進,子育てふれあいセンター管理費,130万円,130,243万円,243.0,-113.0,-46.50205761316872,教育こども課,01-03-02-06-10,子育て支援の拠点となる施設を安全・快適に利用できるよう管理を行う。,子育てふれあいセンターの施設管理,光熱水費 32万円 / 傷害保険料 17万円 / 火災保険料 13万円 / 警備委託料 11万円
53,心身をきたえ、たくましく明るい健康なまち,福祉の推進,子育てふれあいセンター運営事業,641万円,641,"1,175万円",1175.0,-534.0,-45.4468085106383,教育こども課,01-03-02-06-12,子育て世代の親子や高齢者などが気軽に立ち寄り、交流や相談、子育て について学ぶ機会の提供により、育児の悩みや負担感の軽減を図る。,施設管理運営、子育て支援人材の確保 / 保護者向けの各種講座の開催,会計年度任用職員報酬等 603万円 / 講師等謝金 16万円
53,心身をきたえ、たくましく明るい健康なまち,福祉の推進,ファミリーサポート事業,21万円,21,20万円,20.0,1.0,5.0,教育こども課,01-03-02-06-14,子育ての援助を受けたい方（依頼会員）と子育ての支援をしてくれる方（援助会員）が会員となり、相互に助 け合う仕組みをつくる。,ファミリーサポート事業の実施,消耗品費 2万円 / 総合賠償補償保険料 19万円
53,心身をきたえ、たくましく明るい健康なまち,福祉の推進,ブックスタート事業,24万円,24,27万円,27.0,-3.0,-11.11111111111111,教育こども課,01-03-02-06-16,絵本を通じた親子の触れ合いを促す。 呈,乳幼児へのファーストブック、セカンドブックの贈,消耗品費 24万円
54,心身をきたえ、たくましく明るい健康なまち,福祉の推進,保育所管理運営事業,"3億5,541万円",35541,"3億2,818万円",32818.0,2723.0,8.297275885184959,教育こども課,01-03-02-04-10,両親が労働に従事していたり、ほかに保育のできる人がいない等の理由により、保育が必要な場合に、家庭 の保護者に代わって保育を行う。また「こども誰でも通園制度」の開始に伴い、よりよい保育環境の整備に努 める。,安心安全な保育園の運営,"会計年度任用職員報酬等 1億3,443万円 / 施設型給付費等負担金 7,465万円 / 給食調理業務委託料 4,660万円 / 給食用賄材料費 3,200万円 / とがわ保育園照明設備改修工事費 2,042万円"
54,心身をきたえ、たくましく明るい健康なまち,福祉の推進,ひとり親世帯等児童激励金給付事業,204万円,204,203万円,203.0,1.0,0.49261083743842365,教育こども課,01-03-02-03-10,ひとり親世帯等で児童を養育している者に対し、児童が健全に育成されるように激励金を支給する。,ひとり親世帯等の経済的不安の軽減,ひとり親世帯等児童激励給付金 204万円
54,心身をきたえ、たくましく明るい健康なまち,福祉の推進,一般経費(社会福祉総務費),96万円,96,98万円,98.0,-2.0,-2.0408163265306123,保健福祉課,01-03-01-01-05,第３区を対象とする個別避難計画に係る説明会及び希望調査を実施し、 対象地区以外の希望者への計画策定を実施する。,自主防災会、防災部局等と連携した事業の推進,事業協力者等謝礼 16万円 / 災害時要援護者台帳システム使用料 34万円
55,心身をきたえ、たくましく明るい健康なまち,福祉の推進,社会福祉協議会関係経費,"2,000万円",2000,"2,000万円",2000.0,0.0,0.0,保健福祉課,01-03-01-01-10,地域が抱えている様々な福祉問題を地域全体の問題として捉え、地域福祉の増進を図る。,地域福祉の充実,"社会福祉協議会補助金 2,000万円"
55,心身をきたえ、たくましく明るい健康なまち,福祉の推進,民生児童福祉委員経費,785万円,785,836万円,836.0,-51.0,-6.100478468899522,保健福祉課,01-03-01-01-12,民生児童福祉委員を確保し、福祉に係る見聞を広め行政と住民のつなぎ 役としての役目を果たす。 りながら効率的・効果的な活動の推進,協議会内部の研修機会の充実と負担軽減を図,福祉委員協議会委員報酬 395万円 / 福祉委員協議会活動・部会補助金 43万円 / 民生児童委員活動交付金 344万円
55,心身をきたえ、たくましく明るい健康なまち,福祉の推進,地域福祉推進事業,"1,353万円",1353,"2,280万円",2280.0,-927.0,-40.6578947368421,保健福祉課,01-03-01-01-18,生活困窮、引きこもり等の生活課題が重篤化しないための早期発見・早 期支援を目指す。 備事業）,包括的な支援体制の構築（重層的支援体制整,補聴器購入補助金 75万円 / 多機関協働事業等委託料 287万円 / 有料ごみ袋給付費 13万円
56,心身をきたえ、たくましく明るい健康なまち,福祉の推進,包括的支援事業,"3,117万円",3117,"3,119万円",3119.0,-2.0,-0.06412311638345623,保健福祉課,01-03-01-04-14,様々な支援が必要とされる高齢者の増加を見据え、住み慣れた地域で自分らしい生活を続けるために、地域 包括ケアシステムの深化を図る。,地域包括ケアの推進,"生活支援体制整備事業委託料 800万円 / 認知症初期集中支援事業委託料 1,235万円 / 認知症地域支援･ケア向上事業委託料 920万円 / 地域ケア会議運営委託料 115万円"
56,心身をきたえ、たくましく明るい健康なまち,福祉の推進,特別養護老人ホーム施設管理費,"1億3,597万円",13597,"1億2,208万円",12208.0,1389.0,11.37778505897772,保健福祉課,特別養護老人ホーム事業特別会計,利用者がその人らしい人生を全うできるように支援するとともに、自立的な生活をより長く営めるような介護 サービスを提供するため、施設・設備・備品等の整備を計画的に行う。 の超過した設備等の把握,施設・設備等の定期点検の実施及び耐用年数 / 特別養護老人ホームの適切な運営管理,"施設管理費 2,301万円 / 施設事業費 1,898万円 / 会計年度任用職員報酬等 5,005万円 / 施設運営業務委託料（厨房業務等） 3,911万円"
56,心身をきたえ、たくましく明るい健康なまち,福祉の推進,福祉タクシー等助成事業,"2,428万円",2428,"2,428万円",2428.0,0.0,0.0,保健福祉課,01-03-01-01-16,在宅の高齢者及び障がい者、運転免許証返納者等の方の生活活動の範囲を広 げる（外出支援）ため、タクシー等の交通機関のほか公衆浴場を利用する場合に、 その料金の一部を助成することで、経済負担の軽減と福祉の増進を図る。,タクシー等を利用する場合の料金の一部を助成,"福祉タクシー等助成金 2,377万円"
57,心身をきたえ、たくましく明るい健康なまち,福祉の推進,高齢者福祉計画策定事業,42万円,42,31万円,31.0,11.0,35.483870967741936,保健福祉課,01-03-01-03-10,諏訪広域連合で策定される「介護保険事業計画」と整合性を図り、誰もが住み慣れた場所で安心していきい きとした生活が送れるよう、各種高齢者福祉施策の方向性を示すため「下諏訪町高齢者福祉計画」を策定す る。,高齢者福祉計画の策定,事業協力者等謝礼 9万円 / 印刷製本費 31万円
57,心身をきたえ、たくましく明るい健康なまち,福祉の推進,在宅高齢者支援事業,"2,364万円",2364,"2,596万円",2596.0,-232.0,-8.936825885978427,保健福祉課,01-03-01-03-12,支援を必要とする高齢者が在宅において安心して日常生活ができるよう サービスを提供する。,高齢者の在宅支援に関する各種事業の実施,在宅介護支援センター運営事業委託料 531万円 / 岡谷下諏訪広域シルバー人材センター負担金 607万円 / 敬老の日各区行事補助金 525万円
57,心身をきたえ、たくましく明るい健康なまち,福祉の推進,高齢者応援事業,13万円,13,14万円,14.0,-1.0,-7.142857142857142,保健福祉課,01-03-01-03-14,７０歳以上の高齢者に「ふれあいカード笑顔くん」を配布し、協賛店舗での 独自サービスを提供いただき、高齢者の外出支援と生活応援を行う。,「ふれあいカード笑顔くん」を配布,印刷製本費 11万円 / 通信運搬費 2万円
58,心身をきたえ、たくましく明るい健康なまち,福祉の推進,老人福祉施設入所措置事業,474万円,474,474万円,474.0,0.0,0.0,保健福祉課,01-03-01-03-16,高齢者虐待や支援が困難な独居高齢者等の生活の場を確保するため、養護老人ホームへの措置を図る。,養護老人ホームへの措置入所の判定,老人保護措置費 472万円
58,心身をきたえ、たくましく明るい健康なまち,福祉の推進,特別養護老人ホーム事業特別会計繰出金,"4,900万円",4900,"4,150万円",4150.0,750.0,18.072289156626507,保健福祉課,01-03-01-03-26,介護サービスを提供するため、人件費、計画的な施設・設備・備品等の整備のための経費。 計への繰出,一般会計から特別養護老人ホーム事業特別会,"特別養護老人ホーム事業特別会計繰出金 4,900万円"
58,心身をきたえ、たくましく明るい健康なまち,福祉の推進,サービス・活動事業,"3,221万円",3221,"3,223万円",3223.0,-2.0,-0.06205398696866273,保健福祉課,01-03-01-04-10,介護予防に視点を置き、要介護状態の予防又は軽減を目的に、訪問型サービスや通所型サービスによる日 常生活支援を行う。 の推進,個別の支援と地域全体の取組による介護予防,"諏訪広域連合地域支援事業負担金 2,340万円 / 地域包括支援センター負担金 882万円"
59,心身をきたえ、たくましく明るい健康なまち,福祉の推進,一般介護予防事業,"2,690万円",2690,"2,659万円",2659.0,31.0,1.1658518239939826,保健福祉課,01-03-01-04-12,住民主体の通いの場を充実、リハビリテーション専門職等の関与により、 介護予防の推進を図る。 するための各種事業の実施,自立した日常生活を営むことができるよう支援,"介護予防普及啓発事業委託料 2,085万円 / 地域介護予防活動支援事業委託料 303万円 / 地域リハビリテーション活動支援事業委託料 302万円"
59,心身をきたえ、たくましく明るい健康なまち,福祉の推進,地域支援任意事業,946万円,946,973万円,973.0,-27.0,-2.774922918807811,保健福祉課,01-03-01-04-16,少子高齢化によるライフスタイルの変化や、今後支援を必要とされる高齢 者の増加が見込まれることから、当町の地域資源を活用し、幅広い高齢者 支援体制を構築する。 全体で支えるまちづくり,独居高齢者や認知症高齢者とその家族を地域,講師等謝礼 145万円 / 配食サービス事業委託料 286万円 / 家族介護支援対策事業委託料 192万円
59,心身をきたえ、たくましく明るい健康なまち,福祉の推進,老人福祉センター指定管理費,"1,414万円",1414,"1,622万円",1622.0,-208.0,-12.82367447595561,保健福祉課,01-03-01-05-10,老人福祉法の規定に基づく高齢者の健康増進、教養の向上及びレクリ エーション等に資する施設として幅広い高齢者の利用を図る。,適切な管理運営 / 老朽箇所の修繕 / 施設の利用促進,光熱水費 363万円 / 浴場管理業務委託料 599万円 / 清掃委託料 26万円
60,心身をきたえ、たくましく明るい健康なまち,福祉の推進,地域活動支援センター事業,"1,806万円",1806,"1,739万円",1739.0,67.0,3.8527889591719378,保健福祉課,01-03-01-02-10,身体、知的障がい者で就業が困難な方に作業訓練や生活訓練を行い自立を支援する るとともに交流等による生活習慣の定着,作業訓練を通じて社会生活への適応性を高め,"会計年度任用職員報酬等 1,632万円 / 光熱水費 67万円 / 警備委託料 11万円"
60,心身をきたえ、たくましく明るい健康なまち,福祉の推進,在宅障がい者等支援事業,383万円,383,402万円,402.0,-19.0,-4.72636815920398,保健福祉課,01-03-01-02-12,在宅の障がい児者に対して必要なサービスを行い、社会参加促進を図る。 動への参加の促進を目的とした事業の実施,心や身体に障がいのある方々の自立と社会活,配食サービス事業委託料 17万円 / 障害者にやさしい住宅改良促進事業補助金 63万円 / 軽度・中等度難聴児補聴器購入助成事業補助金 6万円 / 心身障害児者タイムケア事業扶助費 260万円
60,心身をきたえ、たくましく明るい健康なまち,福祉の推進,障がい者等給付事業,252万円,252,256万円,256.0,-4.0,-1.5625,保健福祉課,01-03-01-02-14,家庭において心身障がい者を常時介護している方に介護慰労金を贈り、福祉の増進を図る。 含めた支援給付 給,心身障がい者の家庭介護者に対する慰労金を / 重度の心身障がいのある方への福祉年金の支,重度心身障害者福祉年金給付金 96万円 / 重度心身障害者家庭介護者慰労金 156万円
61,心身をきたえ、たくましく明るい健康なまち,福祉の推進,自立支援給付事業,5億245万円,50245,"4億9,320万円",49320.0,925.0,1.875506893755069,保健福祉課,01-03-01-02-16,障がいのある方が住み慣れた地域で自立と社会活動への参加を促進する。,日常生活を送るために各種サービスの提供,"障がい者総合支援センター運営費負担金 717万円 / 自立支援医療費 1,846万円 / 介護給付費 1億9,607万円 / 訓練等給付費 1億7,582万円 / 地域生活支援事業費 1,069万円"
62,仕事に誇りをもち、産業の栄える活力あるまち,産業の振興と発展,特定農地貸付事業,36万円,36,36万円,36.0,0.0,0.0,産業振興課,01-06-01-03-12,遊休農地の解消と農業振興を図ることを目的に、遊休農地を町民菜園として整備し、貸付を行うことにより農 業への理解を深めてもらう。,町民菜園の貸付,特定農地抽選会広告料 3万円 / 特定農地借上料 30万円 / 処理困難物処理手数料 2万円
62,仕事に誇りをもち、産業の栄える活力あるまち,産業の振興と発展,地域農業再生事業,65万円,65,80万円,80.0,-15.0,-18.75,産業振興課,01-06-01-03-18,米の需給調整による米価の安定対策等を行い、農業経営の安定と国内生産力を確保する。,農家の安定した経営の確保,町地域農業再生協議会補助金 65万円
63,仕事に誇りをもち、産業の栄える活力あるまち,産業の振興と発展,農業用施設改修事業,309万円,309,577万円,577.0,-268.0,-46.447140381282495,産業振興課,01-06-01-04-10,農業の基盤設備である農業用施設について、農作物を育てるために必要 な水の安定供給と洪水による農業被害防止のため、長寿命化や改良によ る施設の維持補修を行う。,農業用施設の維持管理,農業用水路等改修工事費 170万円 / 山の神汐等改修工事費 93万円 / 農業用水路等修繕料 40万円
63,仕事に誇りをもち、産業の栄える活力あるまち,産業の振興と発展,農業振興対策事業,190万円,190,207万円,207.0,-17.0,-8.212560386473431,産業振興課,01-06-01-03-10,町内の農業の活性化及び振興を図るため、関係団体への支援を行う。,農業振興を図るための各種関係団体への補助,農業祭負担金 13万円 / 農業振興特別対策事業補助金 115万円 / 町農産物即売会補助金 25万円
63,仕事に誇りをもち、産業の栄える活力あるまち,産業の振興と発展,鳥獣被害防止対策事業,169万円,169,346万円,346.0,-177.0,-51.15606936416185,産業振興課,01-06-01-03-16,農地や山林等への野生鳥獣被害対策を行い、被害の減少を図る。,被害対策に対する支援・補助,鳥獣被害対策実施隊員報酬 100万円 / 町野生鳥獣対策協議会補助金 40万円 / 鳥獣被害防止電気柵等設置事業補助金 36万円
64,仕事に誇りをもち、産業の栄える活力あるまち,産業の振興と発展,ものづくり支援センター運営事業,"2,640万円",2640,"2,577万円",2577.0,63.0,2.4447031431897557,産業振興課,01-07-01-04-10,町内の中小企業に対し、新分野・新市場展開への取組に対する支援や情報発信を行い、企業間の連携を強 化し、町・商工会議所が一体となって町の工業及びICT産業の振興を図る。,ものづくり支援センターしもすわの運営,"ものづくり支援センターしもすわ補助金 2,087万円 / 工業コーディネーター経費 462万円 / 施設運営経費 120万円 / その他の経費 18万円"
64,仕事に誇りをもち、産業の栄える活力あるまち,産業の振興と発展,商工業振興事業,"5億5,682万円",55682,"5億4,887万円",54887.0,795.0,1.448430411572868,産業振興課,01-07-01-02-10,町内の商工業に携わっている中小企業等の支援を通して、町の経済活性化と賑わいの創出を図る。 業,商工業振興助成事業 / 安心安全対策・住宅省エネ化リフォーム補助事 / チャレンジ起業支援事業補助事業,"商工会議所事業補助金 600万円 / 中小企業融資預託金 5億円 / 制度融資信用保証料補給金 1,800万円 / 商工業振興助成金 2,000万円 / チャレンジ起業支援事業補助金 300万円"
64,仕事に誇りをもち、産業の栄える活力あるまち,産業の振興と発展,観光振興事業,"7,233万円",7233,"7,398万円",7398.0,-165.0,-2.2303325223033252,産業振興課,01-07-01-03-12,町の観光振興計画に基づき、住民や地域事業者と連携し、滞在型観光や地域活 性化のための旅行商品開発を図るとともに、文化・観光・産業の宣伝・誘客等を推 進するため、地域の賑わいの創出及び持続可能な観光地域づくりを推進する。,持続可能な観光・地域づくりの推進 / 地域資源を活用した滞在型観光の推進 / 御柱祭実行委員会の立上げ,"観光協会補助金 1,500万円 / 旅行商品開発事業補助金 900万円 / 観光宿泊施設助成金 200万円"
65,仕事に誇りをもち、産業の栄える活力あるまち,産業の振興と発展,しもすわ今昔館指定管理費,"1,059万円",1059,"1,176万円",1176.0,-117.0,-9.948979591836734,産業振興課,01-07-01-03-14,歴史文化を中心とする体験・体感型施設であり、訪日外国人旅行者を含 めた観光客への情報提供を行い、まち歩きを促す観光拠点として運営す る。また、星ヶ塔ミュージアムと一体的な運営管理を行う。,しもすわ今昔館の受入環境整備,光熱水費 509万円 / 施設修繕費 49万円 / 施設管理委託料 404万円
65,仕事に誇りをもち、産業の栄える活力あるまち,産業の振興と発展,おんばしら館指定管理費,353万円,353,391万円,391.0,-38.0,-9.718670076726342,産業振興課,01-07-01-03-20,御柱祭などの歴史文化に親しむ機会を創出し、下諏訪の歴史文化発信に貢献す る施設として、指定管理者(下諏訪町地域開発公社)と連携し、管理運営を行う。ま た、春宮周辺の観光拠点として、来訪者への情報発信を行う。,おんばしら館よいさの維持管理,光熱水費等 160万円 / 施設管理委託料 180万円
