page,chapter,section,project_name,budget_2026_text,budget_2026_man_yen,budget_2025_text,budget_2025_man_yen,budget_diff_man_yen,budget_change_rate_pct,department,account_or_code,purpose,main_actions,major_expenses_prev
65,仕事に誇りをもち、産業の栄える活力あるまち,産業の振興と発展,観光施設管理費,"1,511万円",1511,"1,760万円",1760.0,-249.0,-14.147727272727273,産業振興課,01-07-01-03-10,町を訪れた観光客の皆様が安全で楽しい観光ができるように、観光施設 の適切な維持管理を行うとともに、八島高原に訪れる方々に安心・安全に 自然を楽しんでいただくため、遊歩道（木道）の維持管理を行う。,来訪者の受入環境整備,光熱水費等 395万円 / 施設管理委託料 578万円 / 八島高原駐車場管理委託事業 200万円
66,仕事に誇りをもち、産業の栄える活力あるまち,活躍する人材の充実,八島ビジターセンターあざみ館指定管理費,107万円,107,93万円,93.0,14.0,15.053763440860216,産業振興課,01-07-01-03-18,八島高原は多くの観光客が訪れる観光地であり、滞在型観光・誘客に繋がる事 業、次世代へ継承していく自然環境の保全・保護活動の情報発信施設であるた め、指定管理者(下諏訪観光協会)と連携し、適切な管理運営を行う。,八島ビジターセンターあざみ館の維持管理,光熱水費 42万円 / 施設修繕料 27万円 / 施設管理委託料 15万円
66,仕事に誇りをもち、産業の栄える活力あるまち,活躍する人材の充実,労務対策事業,177万円,177,197万円,197.0,-20.0,-10.152284263959391,産業振興課,01-05-01-01-10,雇用拡大、人材確保等を目的に、労務対策協議会等と連携して就職説明 会を開催する他、奨学金の返還支援の補助や、退職金共済契約を締結し た際の補助を行う。,諏訪地域合同就職説明会等の実施 / 中小企業退職金共済掛金補助事業の実施,労務改善事業等への負担金 102万円 / 中小企業退職金共済掛金補助金 28万円 / 奨学金返還支援補助金 30万円
66,仕事に誇りをもち、産業の栄える活力あるまち,活躍する人材の充実,勤労者福祉対策事業,"2,337万円",2337,"2,345万円",2345.0,-8.0,-0.3411513859275053,産業振興課,01-05-01-01-12,諏訪湖勤労者福祉サービスセンターの補助や、ろうきんと連携した勤労者生活資金融資により、町内勤労者 の生活安定と福祉の向上を図る。,勤労者生活資金融資事業 / 中小企業勤労者総合福祉推進事業補助事業,"長野県労働金庫預託金 2,000万円 / 諏訪湖勤労者福祉サービスセンター補助金 274万円 / 勤労者住宅新築等資金への利子補給金 70万円"
67,仕事に誇りをもち、産業の栄える活力あるまち,活躍する人材の充実,ふるさとまちづくり寄附金事業,414万円,414,338万円,338.0,76.0,22.485207100591715,総合政策課,01-02-01-06-46,広く下諏訪町に関心をもっていただく寄付者の方々の気持ちに応えるべ く、町の活性化に向けて返礼品の拡充・PR等に努める。,ふるさと納税寄附金額の増加,ふるさと納税返礼品代 216万円 / ふるさと納税税額控除関係書類送付代 10万円 / ふるさと納税サイト広告料 20万円
67,仕事に誇りをもち、産業の栄える活力あるまち,活躍する人材の充実,移住定住促進対策事業,"3,509万円",3509,"3,979万円",3979.0,-470.0,-11.812013068610204,産業振興課,01-07-01-05-10,当町への移住定住を促し、空き家の解消と人口増を図る。 性化事業」の推進,地域おこし協力隊事業 / 各種補助事業による移住施策の推進 / 「官民連携による歴史文化の振興及び産業活,"地域おこし協力隊報酬等 1,651万円 / 歴史文化活用地域賑わい事業委託料 450万円 / 空き家等仲介補助金 88万円"
67,仕事に誇りをもち、産業の栄える活力あるまち,活躍する人材の充実,しごと創生推進事業,198万円,198,211万円,211.0,-13.0,-6.161137440758294,産業振興課,01-07-01-05-14,移住して起業を目指す方や、二拠点居住をされる方に対し、各人の得意分野を活かした事業展開を地域活性 化に繋げるため、しごと創生拠点施設「ホシスメバ」への居住による安価で快適なワークスペースを提供する。 口の増加,しごと創生拠点施設「ホシスメバ」による関係人,光熱水費 131万円 / 消防用設備保守委託料 14万円 / ホシスメバ周辺整備補助委託料 11万円 / 施設修繕代 10万円
68,仕事に誇りをもち、産業の栄える活力あるまち,活躍する人材の充実,結婚新生活支援事業,140万円,140,138万円,138.0,2.0,1.4492753623188406,産業振興課,01-07-01-05-16,婚姻に伴う新生活を経済的に支援することで、町における婚姻数の増加と少子化への対策を図る。,新婚世帯に対する住宅提供 / 新婚生活に係る経済的負担の低減,結婚新生活支援事業補助金 120万円 / クリーニング代 6万円 / 居室使用料キャッシュレス決済手数料 6万円 / 施設修繕代 2万円
68,仕事に誇りをもち、産業の栄える活力あるまち,活躍する人材の充実,移住交流総合拠点施設整備事業,"9,577万円",9577,735万円,735.0,8842.0,1202.9931972789116,産業振興課,01-07-01-05-20,新たな町の移住交流拠点として、御田町の「旧矢﨑商店」を活用し、起 業・創業・移住定住施策の促進を図る。,施設供用開始に向けた必要な改修工事 / 官民連携の運営体制の確立,"旧矢﨑商店改修工事費 9,699万円 / 旧矢﨑商店工事監理業務委託料 404万円 / 旧矢﨑商店ホームページ制作費 100万円"
69,思いやりの心をもち、うるおいと安らぎのある住みよいまち,安心安全な暮らし,一般経費(防災諸費),"1,966万円",1966,"5,928万円",5928.0,-3962.0,-66.8353576248313,総務課,01-02-01-10-05,町防災行政無線、県防災行政無線、電波利用負担金、雨量・気象システム、AED といった町の防災機器の更新・保守に必要な費用を適切に確保し、災害発生時に 迅速かつ安全な情報伝達や住民支援が行える体制を維持する。,システムの安定運用・保守 / 年次計画に基づくシステム更改の達成率 / 被災時の迅速な復旧,災害対策費用保険料 83万円 / 防災情報アプリ保守委託料 132万円 / 防災行政無線受信機更新委託料 524万円
69,思いやりの心をもち、うるおいと安らぎのある住みよいまち,安心安全な暮らし,災害用医薬品備蓄事業,25万円,25,22万円,22.0,3.0,13.636363636363635,総務課,01-02-01-10-12,災害拠点病院（諏訪共立病院）における応急医療体制を確保することを 目的とし、災害時に多発する外傷・脱水・感染・出血などの病態に対応す る必須薬品を備蓄する。,必須薬品の計画的備蓄,医薬材料費 25万円
70,思いやりの心をもち、うるおいと安らぎのある住みよいまち,安心安全な暮らし,災害応急事業,6万円,6,6万円,6.0,0.0,0.0,保健福祉課,01-03-01-07-10,火災や水害等の自然災害で死亡、負傷した場合や家屋に損害を受けた町民及びその遺族に対し、災害の状 況に応じた見舞金を支給する。,災害の状況に応じた見舞金の支給,罹災者見舞金 6万円
70,思いやりの心をもち、うるおいと安らぎのある住みよいまち,安心安全な暮らし,災害救助事業,2万円,2,2万円,2.0,0.0,0.0,保健福祉課,01-03-04-01-10,罹災した町民及びその遺族が生活を復興させるための援助を行う。 給及び災害援護資金の貸付,法の規定に基づく災害慰労金・障害見舞金の支,災害弔慰金支給審査委員報酬 2万円
70,思いやりの心をもち、うるおいと安らぎのある住みよいまち,安心安全な暮らし,水防対策事業,5万円,5,6万円,6.0,-1.0,-16.666666666666664,建設水道課,01-08-03-02-10,毎年、水防協議会を開催し水防計画の見直しと現況にあった水防訓練を関係機関と連携し実施する。 施,水防計画の見直し / 関係機関と連携した現況にあった水防訓練の実,水防協議会委員報酬 2万円 / 水防訓練に係る消耗品費 3万円
71,思いやりの心をもち、うるおいと安らぎのある住みよいまち,安心安全な暮らし,消防防災施設管理費,599万円,599,407万円,407.0,192.0,47.174447174447174,消防課,01-09-01-03-10,防災拠点となる消防団屯所や、消火栓や防火水槽等の消防水利の維持管理を行う。,消防団屯所や消防水利施設の維持管理,修繕料 376万円 / 光熱水費 101万円
71,思いやりの心をもち、うるおいと安らぎのある住みよいまち,安心安全な暮らし,消防防災施設整備事業,"3,329万円",3329,"2,514万円",2514.0,815.0,32.41845664280032,消防課,01-09-01-03-12,消防防災のための消防水利や消防車両等を整備することにより、災害に強いまちづくりを目指す。,消防防災施設の計画的な整備,"消火栓設置等工事費 550万円 / 車両購入費 2,696万円 / 事業用備品購入費 57万円"
71,思いやりの心をもち、うるおいと安らぎのある住みよいまち,安心安全な暮らし,消防団活動事業,643万円,643,639万円,639.0,4.0,0.6259780907668232,消防課,01-09-01-02-10,消防防災の要となる消防団の充実強化により災害に強いまちづくりを目 指す。,消防団装備の計画的な更新と団員の育成,分団運営交付金 232万円 / 準中型自動車免許取得費補助金 10万円
72,思いやりの心をもち、うるおいと安らぎのある住みよいまち,安心安全な暮らし,地域防災力強化事業,"1,002万円",1002,321万円,321.0,681.0,212.1495327102804,総務課,01-02-01-10-10,防災意識日本一のまちづくりを目指し、「自助」「共助」の意識を高め、地域防災 力を強化する。防災ミニ講座や避難訓練を実施し、町民の防災意識を図る。また、 自主防災会の備蓄資機材購入や防災ネットワークへの補助を行う。,防災意識の向上 / 地域防災力の強化,消耗品費 106万円 / 総合ハザードマップ作成委託料 681万円 / 自主防災会補助金 111万円
72,思いやりの心をもち、うるおいと安らぎのある住みよいまち,安心安全な暮らし,住宅・建築物安全ストック形成事業,"1,328万円",1328,"2,192万円",2192.0,-864.0,-39.416058394160586,建設水道課,01-08-04-01-12,既存建築物（S56年5月31日以前に着工）の耐震性能を確保するため、耐震診 断とその結果に基づく耐震改修工事・除却工事を促進することにより、今後予想さ れる地震災害に対して町民の生命・財産を守ることを目的とする。,住民への積極的な普及啓発 / 耐震改修工事および除却工事に対する補助,"耐震診断業務委託料 264万円 / 住宅・建築物耐震改修総合支援事業補助金1,064万円"
72,思いやりの心をもち、うるおいと安らぎのある住みよいまち,安心安全な暮らし,犯罪被害者等支援事業,104万円,104,104万円,104.0,0.0,0.0,総務課,01-02-01-09-24,犯罪被害者等に対し、迅速かつ身近な支援を行い、受けた被害の早期回復及び軽減を図るとともに、誰もが 安心して暮らすことができる社会づくりを目指す。,多機関ワンストップサービス体制による支援 / 支援金、生活助成金の支給による支援,犯罪被害者等支援活動負担金 4万円 / 犯罪被害者等支援金 100万円
73,思いやりの心をもち、うるおいと安らぎのある住みよいまち,安心安全な暮らし,交通安全施設整備事業,277万円,277,287万円,287.0,-10.0,-3.484320557491289,建設水道課,01-08-01-02-10,交通事故のない安心安全で快適な社会の実現を目指す。,通学路を中心した交通安全施設の充実,交通安全施設整備工事費 277万円
73,思いやりの心をもち、うるおいと安らぎのある住みよいまち,安心安全な暮らし,交通災害共済事業特別会計,"1,390万円",1390,"1,480万円",1480.0,-90.0,-6.081081081081082,住民環境課,交通災害共済事業特別会計,交通事故による負傷または死亡に対し、会員に見舞金を支給する。,共済見舞金の支給,"共済見舞金 1,000万円 / 交通災害共済事務運営費 363万円 / 基金積立金 27万円"
73,思いやりの心をもち、うるおいと安らぎのある住みよいまち,安心安全な暮らし,一般経費(消費者行政費),19万円,19,45万円,45.0,-26.0,-57.77777777777777,住民環境課,01-02-01-07-05,消費者の利益の擁護、権利の尊重及び自立を支援し、消費生活に関する知識の普及、情報の提供、消費者 団体の育成を行う。,消費生活に関わる様々な相談の実施,消費者の会補助金 17万円 / 消耗品費 2万円
74,思いやりの心をもち、うるおいと安らぎのある住みよいまち,安心安全な暮らし,一般相談事業,47万円,47,47万円,47.0,0.0,0.0,住民環境課,01-02-01-09-14,町民の悩みや心配事を解決するため、相談内容に応じた窓口を開設し、問題解決への道を開く。,専門家と連携した相談体制の充実,講師等謝礼 45万円 / 普通旅費 2万円
74,思いやりの心をもち、うるおいと安らぎのある住みよいまち,安心安全な暮らし,なんでも相談事業,8万円,8,6万円,6.0,2.0,33.33333333333333,住民環境課,01-02-01-09-20,相談専用の直通電話や窓口、メール等を通じて寄せられる、町民からの 様々な相談に対して、専門機関等と連携し、迅速かつ丁寧に対応する。,専門機関等と連携した相談体制の充実,印刷製本費 7万円
74,思いやりの心をもち、うるおいと安らぎのある住みよいまち,安心安全な暮らし,移動販売事業,342万円,342,531万円,531.0,-189.0,-35.59322033898305,住民環境課,01-02-01-09-22,民間事業者への委託により、専用車両に生鮮等食品や日用品などを積み 込み、販売場所として定められた場所を回り、販売を行う。 ※大型商業施設の再開にあわせて、各地区と調整のうえ事業見直し予定 売,移動販売車「やしマルシェ」による訪問対面販,移動販売事業委託料 335万円 / 事業協力者等謝礼 4万円
75,思いやりの心をもち、うるおいと安らぎのある住みよいまち,安心安全な暮らし,広報事業,362万円,362,345万円,345.0,17.0,4.9275362318840585,総務課,01-02-01-08-10,町の施策や事業の内容を町民に分かりやすく伝え、町民の理解と協力を 得るとともに、町政への関心と参加を促進する。,情報発信基盤の強化 / 広報誌の発行 / 町主催イベント等の参加申込みの電子化,印刷製本費 359万円
75,思いやりの心をもち、うるおいと安らぎのある住みよいまち,安心安全な暮らし,広聴事業,10万円,10,11万円,11.0,-1.0,-9.090909090909092,総務課,01-02-01-08-12,町民の意見、要望及び提案を的確に把握し、町政運営に反映させること で、町民参加の推進と開かれた町政の実現を図る。 付,町長への手紙 / 町政に関する意見を含む問い合わせメールの受,印刷製本費 9万円
75,思いやりの心をもち、うるおいと安らぎのある住みよいまち,安心安全な暮らし,電子計算機処理事業,"1億8,011万円",18011,2億54万円,20054.0,-2043.0,-10.18749376682956,総務課,01-02-01-12-10,住民情報を管理するシステムや庁内業務システムについて、適切な保守管理と確 実な情報セキュリティ対策を実施する。さらに、年次計画に基づき国の制度改正や 新技術を考慮したシステム更改や機器更新を行い、必要な予算を確保することで、 住民サービスを滞りなく提供する体制を維持する。,保守管理と情報セキュリティ対策の見直し,"公金収納システム構築委託料 88万円 / 庁内情報システム調達委託料 1,877万円 / 住民行政システム端末機等使用料 7,266万円"
76,思いやりの心をもち、うるおいと安らぎのある住みよいまち,安心安全な暮らし,一般経費(デジタル化推進費),991万円,991,"1,203万円",1203.0,-212.0,-17.622610141313384,総合政策課,01-02-01-13-05,急速に進展する情報化社会に対応するため、下諏訪町DX推進計画に基づき、デジタル技術の活用による行 政サービスの利便性と安全性を高める。,行政手続オンライン化の促進 / 業務改善の検討や実証実験の取組 / デジタル人材の育成,戸籍電子情報処理ソフトウェア使用料 803万円 / 戸籍電子情報処理機器借上料 124万円
76,思いやりの心をもち、うるおいと安らぎのある住みよいまち,安心安全な暮らし,戸籍電子情報処理事業,928万円,928,"1,029万円",1029.0,-101.0,-9.815354713313896,住民環境課,01-02-03-01-10,来庁者に対し、出生・婚姻等の戸籍の受付・転出・転入等の住民異動届等の受付、各種証明書の発行、マイ ナンバーカード関連事務、切手等の販売、休日窓口、コンビニでの証明書交付、死亡後のお手続き等の各種 手続きにおいてワンストップサービスを充実を図り住民サービスの向上に努める。 充実,「総合サービス」を推進する上での総合窓口の,POSアプリ使用料 74万円 / 保護者連絡用アプリ使用料 33万円 / ＲＰＡソフトウェア使用料 211万円 / オンライン申請ツール負担金 51万円
76,思いやりの心をもち、うるおいと安らぎのある住みよいまち,安心安全な暮らし,コンビニ証明書交付事業,875万円,875,905万円,905.0,-30.0,-3.314917127071823,住民環境課,01-02-03-01-16,マイナンバーカードを利用して、休日や閉庁時間に全国のコンビニ等から 住民票、戸籍証明書、印鑑登録証明書等各種証明書が取得できる行政 サービスにより、住民への利便性向上を図る。,コンビニ証明書発行サービスの利便性の周知 / コンビニ証明書発行サービスの保守管理,手数料 1万円 / 情報センタ委託料 380万円 / 事務機器借上料 371万円
77,思いやりの心をもち、うるおいと安らぎのある住みよいまち,相互理解の実現,情報公開・個人情報保護事業,6万円,6,7万円,7.0,-1.0,-14.285714285714285,住民環境課,01-02-03-01-14,法令に基づき、個人情報保護及び情報公開制度を適切に運用する。運用 にあたり疑義が生じた場合には、必要に応じて下諏訪町情報公開・個人 情報保護審査会の意見を聴き、適切に対応する。,制度改正に応じた条例等の見直し / マイナンバーカード関連事務の円滑実施,情報公開・個人情報保護審査会委員報酬 2万円 / 消耗品費 4万円
77,思いやりの心をもち、うるおいと安らぎのある住みよいまち,相互理解の実現,人権教育事業,29万円,29,29万円,29.0,0.0,0.0,総務課,01-02-01-12-12,諮問,人権教育の推進 / 下諏訪町情報公開・個人情報保護審査会への,講師等謝礼 3万円 / 印刷製本費 26万円
77,思いやりの心をもち、うるおいと安らぎのある住みよいまち,相互理解の実現,個人番号関連事業,"2,495万円",2495,"1,485万円",1485.0,1010.0,68.01346801346801,教育こども課,01-10-04-05-10,行政手続きにおける特定の個人を識別するための番号の利用等に関する 法律（番号法）に基づき、個人番号を適正に管理し、マイナンバーカードの 申請・交付・更新等の関連事務を円滑に実施することを目的とする。,個人番号の適正な管理,"会計年度任用職員報酬等 1,820万円 / 通信運搬費 66万円 / 住民基本台帳機器保守委託料 93万円"
78,思いやりの心をもち、うるおいと安らぎのある住みよいまち,連携による地域の活性化,男女共同参画推進事業,10万円,10,10万円,10.0,0.0,0.0,総合政策課,01-02-01-06-32,下諏訪町男女共同参画いきいき社会づくり条例に基づき、町民誰もがい きいき暮らせる社会の実現を目指す。,男女共同参画に対する意識改革 / 男女共同参画に関する情報の提供,講師等謝礼 5万円 / 印刷製本費 2万円
78,思いやりの心をもち、うるおいと安らぎのある住みよいまち,連携による地域の活性化,戦没者追悼式経費,63万円,63,57万円,57.0,6.0,10.526315789473683,保健福祉課,01-03-01-01-14,戦没者を追悼し、恒久平和への誓いを新たにするため戦没者追悼式を実 施する。,戦没者追悼式の挙行,祭壇制作委託料 60万円
78,思いやりの心をもち、うるおいと安らぎのある住みよいまち,連携による地域の活性化,プロジェクト推進事業,122万円,122,191万円,191.0,-69.0,-36.12565445026178,総合政策課,01-02-01-06-12,町が推進する事業の実施にあたり、各種庁内プロジェクトを編成し、それぞ れ成果を得られるようにする。 進,出会いの場イベント参加者増に向けた取組の推 / 新たな収入基盤の確保,健康まちづくり研究委託料 99万円 / 記念品代 3万円 / 消耗品費 2万円
79,思いやりの心をもち、うるおいと安らぎのある住みよいまち,連携による地域の活性化,協働推進事業,541万円,541,565万円,565.0,-24.0,-4.2477876106194685,総合政策課,01-02-01-06-26,下諏訪町協働推進条例に基づき、町民等が自主的かつ主体的に行う事 業に対して、地域の活力創生チャレンジ事業支援金を交付し、個性とアイ ディア溢れるまちづくりを支援する。 活用補助 向けた周知,地域の活力創生チャレンジ事業支援金の周知・ / まちづくりおでかけトークの周知 / 下諏訪町づくり協働サポートセンター利用増に,事業協力者等謝礼 7万円 / 修繕料 16万円 / 地域の活力創生チャレンジ事業支援金 500万円
79,思いやりの心をもち、うるおいと安らぎのある住みよいまち,連携による地域の活性化,公会所整備事業,260万円,260,495万円,495.0,-235.0,-47.474747474747474,総合政策課,01-02-01-01-20,区及び町内会が所有する公会所や公民館を整備する事業に対して助成 を行い、地域コミュニティ活動の促進や自治意識の高揚を図る。 増改築、改修、冷房・LED設備設置等）,公会所整備事業補助金助成(対象事業：新築、,荒汐部屋交流連携実行委員会負担金 75万円 / 諏訪広域公立大学事務組合負担金 26万円 / 長善館運営補助金 10万円 / 中央東線高速化促進・定広域期成同盟会負担金 1万円 / おでかけ町長室会場借上料 2万円
79,思いやりの心をもち、うるおいと安らぎのある住みよいまち,連携による地域の活性化,一般経費(企画費),149万円,149,200万円,200.0,-51.0,-25.5,総合政策課,01-02-01-06-05,広域的な連携による企画調整を要する事業及び広聴事業を推進する。,広域的な連携による事業の実施 / おでかけ町長室などによる広聴事業の推進 / 企画調整を要する事業の推進,公会所整備事業補助金 260万円
80,思いやりの心をもち、うるおいと安らぎのある住みよいまち,連携による地域の活性化,し尿処理事業,"1,402万円",1402,14万円,14.0,1388.0,9914.285714285714,住民環境課,01-04-02-03-10,岡谷市、辰野町と共同で管理運営する湖北衛生センター（し尿処理施設）の湖北行政事務組合への負担金,適正な施設管理,消耗品費 12万円
82,行財政経営,連携による地域の活性化,職員研修事業,123万円,123,214万円,214.0,-91.0,-42.523364485981304,総務課,01-02-01-01-10,職員全体研修、各種実務者研修への参加を通じ、職員の資質向上とスキルアップを図り、人材育成へと繋げ ていく。,職員研修の充実と参加の促進,職員研修負担金 40万円 / 講師派遣手数料 60万円 / 職員通信教育講座助成金 4万円
82,行財政経営,連携による地域の活性化,職員厚生事業,517万円,517,507万円,507.0,10.0,1.9723865877712032,総務課,01-02-01-01-12,定期健康診断等の実施、産業医・心理相談員との連携を図り、職員が健康で安心して働ける職場の環境を整 備し、互助会補助を通じ職員の健康増進に寄与する。,職員の福利厚生,職員健康診断委託料 345万円 / 産業医設置 42万円 / 心理相談員設置 30万円 / 職員等互助会補助金 100万円
83,行財政経営,連携による地域の活性化,文書業務費,"1,353万円",1353,"1,353万円",1353.0,0.0,0.0,総務課,01-02-01-01-14,文書規程による郵便業務、書籍等購入・追録業務、例規集システム関連業務等を適切に執行する。 境の維持,庁内郵便物の適切な集約・発送管理 / 例規集システムの運用・管理による法制執務環,消耗品、追録代、新聞購読料等 176万円 / 郵便料 660万円 / 例規集システム更新等委託料 395万円 / インターネット情報サービス料 122万円
83,行財政経営,連携による地域の活性化,庁用共通経費,446万円,446,576万円,576.0,-130.0,-22.569444444444446,総務課,01-02-01-01-16,庁内で使用する消耗品等の一括管理を行うことにより、消耗品等のコスト削減及び環境負荷の低減を図る。,庁内で使用する消耗品等の一括管理,消耗品費 344万円 / 印刷製本費 60万円 / 事務機器借上料 31万円 / リソグラフ保守委託料 9万円
83,行財政経営,連携による地域の活性化,秘書経費,327万円,327,359万円,359.0,-32.0,-8.913649025069638,総務課,01-02-01-01-22,町長等が、町政の円滑な運営や執行を図るため、町を代表して行う表敬 や交際などに対する必要経費であり、慶弔費、激励費や自動車借上料等 が含まれる。,交際費の適正な支出管理,町政功労者等表彰経費 49万円 / 町長等の出張旅費 23万円 / 町長交際費 180万円
84,行財政経営,連携による地域の活性化,契約事業,100万円,100,71万円,71.0,29.0,40.845070422535215,総務課,01-02-01-02-10,入札参加資格の審査及び入札参加業者の選定等を行い、法令等に基づいて建設工事、委託業務及び物品 購入等の入札、契約を適正に執行する。,入札・契約事務の適正な執行,電子入札システム保守委託料 34万円 / 電子入札システム利用負担金 1万円 / 入札参加資格審査システム負担金 18万円 / 電子契約システム利用負担金 37万円
84,行財政経営,連携による地域の活性化,庁舎管理費,"2,536万円",2536,"2,921万円",2921.0,-385.0,-13.180417665183155,総務課,01-02-01-04-10,来庁者及び町職員に対して、庁舎等施設の快適性や安全性を確保するた めに維持管理や修繕等を行うとともに、維持管理に係る経費（燃料・光熱 水費）の削減及び省エネルギーを図る。,庁舎等施設の適切な維持管理,光熱水費 950万円 / 清掃委託料 660万円 / 修繕料 436万円
84,行財政経営,連携による地域の活性化,一般経費(車両管理費),388万円,388,352万円,352.0,36.0,10.227272727272728,総務課,01-02-01-05-05,公用車及び公用バスの安全な運行を行う。,公用車及び公用バスの安全な運行,運転業務委託料 200万円 / 有料道路通行料 90万円 / 自動車事故等損害賠償金 50万円 / 自動車借上料 30万円
85,行財政経営,連携による地域の活性化,車両管理費,485万円,485,586万円,586.0,-101.0,-17.235494880546078,総務課,01-02-01-05-10,公用車両の適切な管理により、効率的な運行を行うとともに、交通事故等 の防止を図る。,公用車両の維持管理,修繕料 228万円 / 燃料費 123万円 / 自動車損害保険料 86万円
85,行財政経営,連携による地域の活性化,行政改革推進事業,6万円,6,16万円,16.0,-10.0,-62.5,総合政策課,01-02-01-06-10,町の事務事業に対する取り組みや進め方に対し内部での検証と見直し等を行うとともに、有識者や町民等で 構成する審議会からの意見を反映し、効率的で質の高い行政サービスを提供する。,行政改革大綱推進計画の実施 / 事務事業評価の実施 / 行政改革審議会の開催,行政改革審議会委員報酬 6万円
85,行財政経営,連携による地域の活性化,総合計画策定事業,207万円,207,104万円,104.0,103.0,99.03846153846155,総合政策課,01-02-01-06-20,総合的かつ計画的にまちづくりを進めていくため、10年ごとに下諏訪町総合計画を改訂し、5年ごとに基本計 画を策定する。,町民意見の聴取 / 計画策定,総合計画書冊子印刷代 202万円
86,行財政経営,連携による地域の活性化,地方創生推進事業,8万円,8,27万円,27.0,-19.0,-70.37037037037037,総合政策課,01-02-01-06-36,多様で客観的な視点から効果検証を行うことで、地方創生に向けた各種施策への効果的な取り組みを進め る。,地域の多様な主体の参画による会議の開催,事業協力者等謝礼 6万円 / 消耗品費 1万円 / 普通旅費 1万円
86,行財政経営,連携による地域の活性化,地方創生応援税制寄附金事業,80万円,80,29万円,29.0,51.0,175.86206896551724,総合政策課,01-02-01-06-48,企業からの寄附を第３期下諏訪町未来を創る総合戦略に位置づけた事業に充当することにより、地域課題の 解決やまちづくりの推進を図る。,寄附件数の増加に向けた取組の推進,企業版ふるさと納税推進業務委託料 66万円 / 印刷製本費 9万円 / 消耗品費 2万円 / 普通旅費 2万円 / 通信運搬費 1万円
86,行財政経営,連携による地域の活性化,選挙常時啓発事業,4万円,4,4万円,4.0,0.0,0.0,総務課,01-02-04-02-10,常時から町民の政治参加意識を高め、選挙時の投票率の向上を目指す。 成,将来を担う子どもたちの政治に対する意識の醸 / 若年層に向けた啓発活動,選挙常時啓発事業費 4万円
87,行財政経営,連携による地域の活性化,経済センサス活動調査費,219万円,219,－,,,,総務課,01-02-05-02-28,全国の事業所・企業の実態を把握し、産業政策や地域振興計画の基礎資料を提 供する。5年ごとに行われ、前年に対象事業所確認や調査票作成を行い、本番で は郵送やオンラインでの提出促進、未提出者へのフォローを実施する。,調査業務の効率化と信頼性の高い統計の作成,会計年度任用職員報酬 43万円 / 調査員報酬 123万円 / 指導員報酬 8万円
87,行財政経営,連携による地域の活性化,町債償還元金,"10億3,021万円",103021,"9億9,126万円",99126.0,3895.0,3.929342453039566,総務課,01-11-01-01-10,財源補完及び投資的事業の世代間公平負担を図ることを目的とした、地方債の過年度借入分元金の償還を 行うことで、未償還元金残高の減少を図る。,償還元金の縮減,"赤砂崎公園整備事業債元金 4,888万円 / 下諏訪南小学校改築事業債元金 4,541万円 / 防災行政無線設備等改修事業債元金 1,746万円"
87,行財政経営,連携による地域の活性化,町債償還利子,"5,582万円",5582,"4,028万円",4028.0,1554.0,38.57994041708044,総務課,01-11-01-02-10,財源補完及び投資的事業の世代間公平負担を図ることを目的とした、地方債の過年度借入分利子の償還を 行うことで、未償還利子残高の減少を図る。,償還利子の縮減,"赤砂崎公園整備事業債利子 348万円 / 高木橋改良事業債利子 58万円 / 総合文化センター改修事業債利子 1,418万円"
88,行財政経営,連携による地域の活性化,財務会計経費,61万円,61,66万円,66.0,-5.0,-7.575757575757576,税務会計課,01-02-01-03-10,財務会計システムによる会計管理,会計業務の適切な管理運営,消耗品費 31万円 / 印刷製本費 30万円
88,行財政経営,連携による地域の活性化,賦課徴収経費,"3,872万円",3872,"6,484万円",6484.0,-2612.0,-40.28377544725478,税務会計課,01-02-02-02-10,地方税法に基づき、町税の適切な賦課徴収を行う。,固定資産税関係事業 / 地方税共同機構関係事業 / 収納・諸税関係事業,"納税通知書等郵送料 444万円 / 公図の電子管理等システム保守委託料 230万円 / 税制改正等に伴うシステム改修委託料 683万円 / 情報センタ委託料 1,241万円 / 固定資産税課税台帳にかかる整備委託料 262万円"
